ts	regime	predicted_edge_bps	confidence	should_trade	threshold_used	reason	realized_pnl_usd
2026-04-05T06:52:11.980174+00:00	warmup	-0.000000	0.061875	False	2.140719	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	warmup	-0.000000	0.061875	False	2.140719	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	warmup	-0.000000	0.061875	False	2.140719	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	warmup	-0.000000	0.061875	False	2.140719	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
2026-04-05T06:52:11.980174+00:00	quiet	-0.000000	0.211875	False	2.118219	low_signal_confidence	
